,v_index,user_token,prolific_id,topic,post_belief,post_CI_lower,post_CI_upper,var,vis_condition,pre_belief,pre_CI_lower,pre_CI_upper,interaction_belief,interaction_CI_lower,interaction_CI_upper,pre_attitude,post_attitude,pre_attitude_adjusted,pre_attitude_strength,post_attitude_adjusted,post_attitude_strength
41,5,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,covid,-0.44721030747709273,-0.6916933052802092,-0.20272730967397617,Vaccination Rate_Test Positivity Ratio,uncertainty,0.008899524670676229,-0.09337758463320056,0.1111766339745528,,,,8.964026237435396,8.964026237435396,3.9640262374353963,3.9640262374353963,3.9640262374353963,3.9640262374353963
42,0,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,union,0.0026667766223107403,-0.26000420959441467,0.2653377628390361,Union Membership Rate_Income Inequality,uncertainty,0.02924520850705803,-0.27147505951542117,0.3299654765295372,,,,7.400327454873252,5.009959889173159,2.400327454873252,2.400327454873252,0.009959889173159375,0.009959889173159375
43,1,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,union,-0.40797515141704327,-0.6823576310488884,-0.13359267178519824,Union Membership Rate_Poverty Rate,uncertainty,0.023750499888303356,-0.1767404921832329,0.22424149195983945,,,,7.400327454873252,5.009959889173159,2.400327454873252,2.400327454873252,0.009959889173159375,0.009959889173159375
44,2,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,union,-0.2145038429923416,-0.40545662350601924,-0.023551062478663953,Union Membership Rate_State GDP Growth,uncertainty,-0.2786596721702596,-0.44967489156094853,-0.10764445277957074,,,,7.400327454873252,5.009959889173159,2.400327454873252,2.400327454873252,0.009959889173159375,0.009959889173159375
45,3,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,union,0.36107222840631126,0.12280068076778328,0.5993437760448392,Union Membership Rate_Median Income,uncertainty,-0.459235277865091,-0.7247486400594845,-0.19372191567069752,,,,7.400327454873252,5.009959889173159,2.400327454873252,2.400327454873252,0.009959889173159375,0.009959889173159375
46,4,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,union,-0.48097567665394214,-0.73814134002124,-0.2238100132866443,Union Membership Rate_Proportion Uninsured,uncertainty,-0.33344963613145945,-0.5424205555798287,-0.12447871668309013,,,,7.400327454873252,5.009959889173159,2.400327454873252,2.400327454873252,0.009959889173159375,0.009959889173159375
47,5,69324df5-f807-47fe-8dd0-8a7db9b76270,604227d56f34b50536d0df92,union,0.15670870234358802,-0.03355812818892151,0.34697553287609795,Union Membership Rate_Unemployment Rate,uncertainty,-0.2964514792895696,-0.45834631188846653,-0.1345566466906727,,,,7.400327454873252,5.009959889173159,2.400327454873252,2.400327454873252,0.009959889173159375,0.009959889173159375
48,0,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,union,0.3727895755451718,0.17816850192564604,0.5674106491646973,Union Membership Rate_Median Income,uncertainty,0.16803058369600188,0.105160675327993,0.23090049206401053,,,,8.781988847668904,8.644314730402948,3.781988847668904,3.781988847668904,3.6443147304029484,3.6443147304029484
49,1,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,union,-0.025182069420581377,-0.2301234028177644,0.1797592639766019,Union Membership Rate_Income Inequality,uncertainty,0.4743198934958792,0.1485860967383943,0.8000536902533641,,,,8.781988847668904,8.644314730402948,3.781988847668904,3.781988847668904,3.6443147304029484,3.6443147304029484
50,2,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,union,0.06465096240911383,-0.15427553344778322,0.28357745826601066,Union Membership Rate_Unemployment Rate,uncertainty,-0.2521283726998705,-0.5718802665945815,0.06762352119484039,,,,8.781988847668904,8.644314730402948,3.781988847668904,3.781988847668904,3.6443147304029484,3.6443147304029484
51,3,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,union,-0.4230998024828225,-0.7040330529891383,-0.14216655197650668,Union Membership Rate_Proportion Uninsured,uncertainty,-0.5290790446800071,-0.9989257931629203,-0.05923229619709375,,,,8.781988847668904,8.644314730402948,3.781988847668904,3.781988847668904,3.6443147304029484,3.6443147304029484
52,4,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,union,-0.3695302889607261,-0.5998626242353724,-0.13919795368607973,Union Membership Rate_Poverty Rate,uncertainty,-0.206011857152689,-0.4827111875345178,0.07068747322913982,,,,8.781988847668904,8.644314730402948,3.781988847668904,3.781988847668904,3.6443147304029484,3.6443147304029484
53,5,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,union,-0.15481584232394474,-0.40496593963630034,0.09533425498841086,Union Membership Rate_State GDP Growth,uncertainty,-0.0017478205841344185,-0.2776634452598828,0.274167804091614,,,,8.781988847668904,8.644314730402948,3.781988847668904,3.781988847668904,3.6443147304029484,3.6443147304029484
54,0,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,covid,-0.3152917791515106,-0.448016817686344,-0.18256674061667688,Vaccination Rate_Case Density,uncertainty,-0.23676213746635422,-0.3737042465325468,-0.09982002840016202,,,,8.984450784824718,8.976352307338486,3.984450784824718,3.984450784824718,3.9763523073384857,3.9763523073384857
55,1,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,covid,-0.6865903561332485,-0.7930810657861929,-0.5800996464803039,Vaccination Rate_Death Rate,uncertainty,-0.9312535011980019,-1.0,-0.7508224147521763,,,,8.984450784824718,8.976352307338486,3.984450784824718,3.984450784824718,3.9763523073384857,3.9763523073384857
56,2,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,covid,-0.19290687937883538,-0.3284546280781733,-0.057359130679497605,Vaccination Rate_I.C.U. Capacity Ratio,uncertainty,-0.6557498820273058,-0.8556951995659243,-0.45580456448868745,,,,8.984450784824718,8.976352307338486,3.984450784824718,3.984450784824718,3.9763523073384857,3.9763523073384857
57,3,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,covid,0.432843314254471,0.23368314002675827,0.6320034884821835,Vaccination Rate_Infection Rate,uncertainty,-0.09230270785006,-0.18274885645814903,-0.0018565592419709787,,,,8.984450784824718,8.976352307338486,3.984450784824718,3.984450784824718,3.9763523073384857,3.9763523073384857
58,4,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,covid,-0.536307903907995,-0.755694439659307,-0.3169213681566827,Vaccination Rate_Test Positivity Ratio,uncertainty,0.47301658282631953,0.267813792742877,0.6782193729097621,,,,8.984450784824718,8.976352307338486,3.984450784824718,3.984450784824718,3.9763523073384857,3.9763523073384857
59,5,9657d2f0-6797-4738-bd16-9413e216ea69,61523ad1ae3acee5b3f7287b,covid,0.09942630988335455,-0.03360171017964686,0.23245432994635595,Vaccination Rate_Adverse Vaccination Events,uncertainty,-0.04188250903351287,-0.10134603473314852,0.017581016666122773,,,,8.984450784824718,8.976352307338486,3.984450784824718,3.984450784824718,3.9763523073384857,3.9763523073384857
60,0,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,union,0.15784073536041965,-0.1900619500467245,0.5057434207675637,Union Membership Rate_Income Inequality,hop,0.1395795696587807,-0.2334526576071223,0.5126117969246837,,,,8.177015275026234,8.973078381119736,3.1770152750262337,3.1770152750262337,3.973078381119736,3.973078381119736
61,1,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,union,0.2899906747279719,-0.08910466026065067,0.6690860097165945,Union Membership Rate_Unemployment Rate,hop,0.5001709506835166,-0.16036354562008248,1.0,,,,8.177015275026234,8.973078381119736,3.1770152750262337,3.1770152750262337,3.973078381119736,3.973078381119736
62,2,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,union,-0.16734639918477617,-0.4221667660028268,0.08747396763327453,Union Membership Rate_Proportion Uninsured,hop,-0.14632607301107803,-0.39525659654945416,0.1026044505272985,,,,8.177015275026234,8.973078381119736,3.1770152750262337,3.1770152750262337,3.973078381119736,3.973078381119736
63,3,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,union,-0.2290229113849218,-0.4350330241393503,-0.02301279863049338,Union Membership Rate_State GDP Growth,hop,-0.05486981943785102,-0.18686145916948171,0.07712182029377956,,,,8.177015275026234,8.973078381119736,3.1770152750262337,3.1770152750262337,3.973078381119736,3.973078381119736
64,4,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,union,0.30122066021270233,-0.14359116829095608,0.7460324887163607,Union Membership Rate_Median Income,hop,0.25518666495035225,-0.08656394361811343,0.5969372735188181,,,,8.177015275026234,8.973078381119736,3.1770152750262337,3.1770152750262337,3.973078381119736,3.973078381119736
65,5,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,union,-0.18678536033211546,-0.45477291307396017,0.08120219240972926,Union Membership Rate_Poverty Rate,hop,0.05316031212513406,-0.17854478702681886,0.2848654112770874,,,,8.177015275026234,8.973078381119736,3.1770152750262337,3.1770152750262337,3.973078381119736,3.973078381119736
66,0,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,covid,0.2070022224025927,-0.07581537296866442,0.48981981777385,Vaccination Rate_I.C.U. Capacity Ratio,hop,0.9331102801161706,-0.10026819660136216,1.0,,,,8.973078381119736,8.987552255775979,3.973078381119736,3.973078381119736,3.987552255775979,3.987552255775979
67,1,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,covid,0.3146846422165914,0.13794869167744195,0.4914205927557407,Vaccination Rate_Infection Rate,hop,0.2128901178980116,-0.1666692487153973,0.5924494845114205,,,,8.973078381119736,8.987552255775979,3.973078381119736,3.973078381119736,3.987552255775979,3.987552255775979
68,2,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,covid,-0.03500838918927718,-0.08252946341839712,0.012512685039842708,Vaccination Rate_Adverse Vaccination Events,hop,-0.05072812620043171,-0.14498314276277902,0.04352689036191548,,,,8.973078381119736,8.987552255775979,3.973078381119736,3.973078381119736,3.987552255775979,3.987552255775979
69,3,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,covid,-0.0998458407574731,-0.34117734041530334,0.14148565890035725,Vaccination Rate_Test Positivity Ratio,hop,0.29676733266614286,0.2206768745153027,0.3728577908169832,,,,8.973078381119736,8.987552255775979,3.973078381119736,3.973078381119736,3.987552255775979,3.987552255775979
70,4,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,covid,0.24805409950580581,0.14502564818088715,0.3510825508307247,Vaccination Rate_Death Rate,hop,0.38765546577522425,0.26236869661315976,0.5129422349372885,,,,8.973078381119736,8.987552255775979,3.973078381119736,3.973078381119736,3.987552255775979,3.987552255775979
71,5,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,5de7f5d27c17f804d007da90,covid,-0.10137265583177024,-0.36196236414343197,0.15921705247989126,Vaccination Rate_Case Density,hop,0.16868788635927046,-0.15245615873560103,0.48983193145414217,,,,8.973078381119736,8.987552255775979,3.973078381119736,3.973078381119736,3.987552255775979,3.987552255775979
72,0,5bd3b577-66ca-40c4-87ca-3fa835b6b671,5750d1dea9de4b0006e556da,covid,0.8840177085336114,0.6915993370122868,1.0,Vaccination Rate_Adverse Vaccination Events,scatter,1.0,0.9326452986568274,1.0,,,,1.0084033247087898,1.01840732630943,-3.99159667529121,3.99159667529121,-3.98159267369057,3.98159267369057
73,1,5bd3b577-66ca-40c4-87ca-3fa835b6b671,5750d1dea9de4b0006e556da,covid,0.7263749422399277,0.45274988447985565,1.0,Vaccination Rate_Death Rate,scatter,0.4973411969462007,-0.0053176061075990155,1.0,,,,1.0084033247087898,1.01840732630943,-3.99159667529121,3.99159667529121,-3.98159267369057,3.98159267369057
74,2,5bd3b577-66ca-40c4-87ca-3fa835b6b671,5750d1dea9de4b0006e556da,covid,0.9085463798793625,0.8170927597587248,1.0,Vaccination Rate_I.C.U. Capacity Ratio,scatter,1.0,0.9341875600009646,1.0,,,,1.0084033247087898,1.01840732630943,-3.99159667529121,3.99159667529121,-3.98159267369057,3.98159267369057
