,user_token,prolific_id,topic,vis_condition,post_clarity_0,post_clarity_1,post_clarity_2,post_clarity_3,post_clarity_ansT,post_clarity_start,post_correctness_0,post_correctness_1,post_correctness_2,post_correctness_ansT,post_correctness_start,post_topicInv_0,post_topicInv_1,post_topicInv_2,post_topicInv_3,post_topicInv_ansT,post_topicInv_start,post_CI_lower,post_CI_upper,post_attitude,pre_clarity_0,pre_clarity_1,pre_clarity_2,pre_clarity_3,pre_clarity_ansT,pre_clarity_start,pre_correctness_0,pre_correctness_1,pre_correctness_2,pre_correctness_ansT,pre_correctness_start,pre_topicInv_0,pre_topicInv_1,pre_topicInv_2,pre_topicInv_3,pre_topicInv_ansT,pre_topicInv_start,pre_CI_lower,pre_CI_upper,pre_attitude,pre_clarity,pre_correctness,pre_topic_involvement,post_clarity,post_correctness,post_topic_involvement,pre_attitude_adjusted,pre_attitude_strength,pre_attitude_uncertainty,post_attitude_adjusted,post_attitude_strength,post_attitude_uncertainty,attitude_difference,abs_attitude_difference,att_uncertainty_difference,abs_att_uncertainty_difference,mean_belief_change,mean_pre_belief_distance,mean_belief_uncertainty_change,count_vars
11,5bd3b577-66ca-40c4-87ca-3fa835b6b671,5750d1dea9de4b0006e556da,union,scatter,9,9,9,9,1061,1647647323039,6,5,6,983,1647647335106,2,3,2,2,1892,1647647353072,2.5190078717033693,8.981592295121173,5.750300083412271,9,9,9,9,1719,1647647116366,7,7,9,1298,1647647137436,3,4,2,2,1163,1647647154915,2.9491799405309003,8.951580290319251,5.950380115425076,9.0,7.666666666666667,11,9.0,5.666666666666667,9,0.9503801154250757,0.9503801154250757,6.002400349788351,0.7503000834122711,0.7503000834122711,6.462584423417804,-0.20008003201280466,0.20008003201280466,0.4601840736294527,0.4601840736294527,0.11040709276935996,0.2709528029856551,-0.03294927785659254,6
12,b0a9b1e8-e847-4976-ab17-99db2494f88c,5fc6bf0582ff63099b3f5317,union,uncertainty,8,8,8,8,3074,1647647193773,8,8,8,2112,1647647207765,3,4,4,3,2299,1647647219338,8.35651983882719,8.479910046926634,8.418214942876912,8,8,8,8,2339,1647646744800,8,8,8,2190,1647646761256,3,3,4,3,2131,1647646779739,8.572452703001213,8.860363188566579,8.716407945783896,8.0,8.0,13,8.0,8.0,14,3.716407945783896,3.716407945783896,0.2879104855653658,3.4182149428769115,3.4182149428769115,0.12339020809944401,-0.29819300290698436,0.29819300290698436,-0.1645202774659218,0.1645202774659218,0.20984369733538202,0.2639718538010944,-0.11376748000998486,6
14,64599a2b-6cab-42d0-8370-c9955871d749,60dfd72817ea2f37bba6b24a,covid,hop,9,9,9,9,1675,1647647367688,8,7,7,1981,1647647403131,5,4,1,5,1684,1647647488045,1.0,1.3742751709896324,1.0404213461585246,8,9,9,9,1969,1647646480206,8,7,8,1810,1647646548810,5,5,1,4,4003,1647646582867,1.0,1.9342881096796742,1.0188823885582268,8.75,7.666666666666667,15,9.0,7.333333333333333,15,-3.981117611441773,3.981117611441773,0.9342881096796742,-3.9595786538414757,3.9595786538414757,0.37427517098963237,0.02153895760029778,0.02153895760029778,-0.5600129386900419,0.5600129386900419,0.5965652692162404,0.6397505273432497,-0.10164038020416699,6
15,64599a2b-6cab-42d0-8370-c9955871d749,60dfd72817ea2f37bba6b24a,union,hop,6,7,6,7,2253,1647647860882,7,5,6,1858,1647647890734,4,2,1,2,1919,1647647923387,1.0,2.508503479211509,1.3010204860142298,9,9,9,9,2030,1647647545472,9,9,9,4159,1647647572132,4,5,1,1,1760,1647647588700,1.3742752120719337,2.3004503888847356,1.8373628004783347,9.0,9.0,11,6.5,6.0,9,-3.162637199521665,3.162637199521665,0.9261751768128019,-3.69897951398577,3.69897951398577,1.5085034792115088,-0.5363423144641049,0.5363423144641049,0.5823283023987069,0.5823283023987069,0.524252847171005,0.49305393967358135,-0.10689524815218814,6
16,f6f51d3f-24eb-4de7-9f43-f4cb89b9e75d,6109c9defd3d7ce5b5ccdd2d,covid,uncertainty,7,5,6,7,2010,1647647878905,5,5,5,1530,1647647902115,3,2,2,3,1304,1647647919476,7.3206485360165825,8.336554751439122,7.828601643727852,8,7,8,9,2079,1647647317835,7,8,7,1401,1647647352500,3,3,2,3,1686,1647647374084,1.0,2.4203950263313923,7.908280562584522,8.0,7.333333333333333,11,6.25,5.0,10,2.9082805625845216,2.9082805625845216,1.4203950263313923,2.8286016437278523,2.8286016437278523,1.0159062154225396,-0.07967891885666933,0.07967891885666933,-0.4044888109088527,0.4044888109088527,0.5488023076089357,0.915886119758572,0.4982649561659505,6
17,f6f51d3f-24eb-4de7-9f43-f4cb89b9e75d,6109c9defd3d7ce5b5ccdd2d,union,uncertainty,5,5,5,5,1678,1647648139923,5,5,5,1470,1647648155620,3,3,2,2,2583,1647648169257,4.043852998036039,7.410287319730335,5.727070158883187,5,5,5,5,2065,1647647964525,5,5,5,1501,1647647983280,3,3,2,2,2981,1647647994788,5.916307591167777,7.171250563160327,6.543779077164052,5.0,5.0,10,5.0,5.0,10,1.5437790771640518,1.5437790771640518,1.2549429719925502,0.7270701588831869,0.7270701588831869,3.366434321694296,-0.8167089182808649,0.8167089182808649,2.111491349701746,2.111491349701746,0.6115196134493122,0.6162576035219707,-0.37830579099201256,6
18,de1200dc-7bb2-4d6a-b15f-55a526011fe0,5fb3cb99e76cea00085d02c6,union,scatter,3,2,2,2,1779,1647648378718,1,5,1,1666,1647648398545,1,1,3,3,1445,1647648413893,4.29138285734527,5.690900902600238,4.991141879972754,2,3,2,2,2413,1647647996254,2,1,1,2386,1647648019013,1,1,1,3,1806,1647648037333,4.450821621994569,5.566892974539671,5.00885729826712,2.25,1.3333333333333333,6,2.25,2.3333333333333335,8,0.008857298267120228,0.008857298267120228,1.1160713525451023,-0.008858120027245953,0.008858120027245953,1.3995180452549683,-0.01771541829436618,0.01771541829436618,0.283446692709866,0.283446692709866,1.0277508954863472,0.9045932425324731,-0.16110603162677495,6
19,de1200dc-7bb2-4d6a-b15f-55a526011fe0,5fb3cb99e76cea00085d02c6,covid,scatter,6,6,4,6,2002,1647648677493,3,5,2,1591,1647648699520,1,1,1,4,1938,1647648719995,6.000920722751655,6.833545382586889,6.417233052669272,7,7,6,7,1776,1647648437434,5,5,5,2510,1647648458195,1,1,1,5,1421,1647648477441,6.178074905695322,7.878755061954523,7.028414983824923,6.75,5.0,8,5.5,3.3333333333333335,7,2.0284149838249226,2.0284149838249226,1.7006801562592013,1.417233052669272,1.417233052669272,0.8326246598352345,-0.6111819311556506,0.6111819311556506,-0.8680554964239668,0.8680554964239668,0.6935532267929437,0.7381860076277903,-0.06604593676931302,6
20,b19bfbef-2aef-498f-91d8-eae19bcde86d,5e596c7962d4f9027fc4b594,union,uncertainty,5,6,5,6,2436,1647647928863,6,5,5,2365,1647647999783,3,3,2,2,2032,1647648144854,4.820483610653463,5.085033875203727,4.952758742928595,9,8,8,8,2081,1647647164028,7,5,5,2283,1647647190347,3,3,1,2,2949,1647647227414,4.877172953057092,5.009448085332223,4.943310519194657,8.25,5.666666666666667,9,5.5,5.333333333333333,10,-0.05668948080534264,0.05668948080534264,0.1322751322751312,-0.047241257071404696,0.047241257071404696,0.2645502645502642,0.009448223733937944,0.009448223733937944,0.132275132275133,0.132275132275133,1.2571495766399288,0.6412990292793398,0.057825498283004595,6
21,b19bfbef-2aef-498f-91d8-eae19bcde86d,5e596c7962d4f9027fc4b594,covid,uncertainty,9,9,9,8,2502,1647648710391,8,5,8,14382,1647648730861,2,5,1,5,1932,1647648841939,1.0317460375127698,1.0317460375127698,1.0317460375127698,9,9,9,8,2515,1647648202102,8,5,8,1748,1647648231718,5,5,1,5,1799,1647648252385,1.0222978137788319,1.4569161055399809,1.0034013663109558,8.75,7.0,16,8.75,7.0,13,-3.996598633689044,3.996598633689044,0.43461829176114897,-3.96825396248723,3.96825396248723,0.0,0.028344671201814053,0.028344671201814053,-0.43461829176114897,0.43461829176114897,0.7619025697650198,0.6829263549687125,0.1367032399144354,6
22,abc0efde-29c6-4451-b605-284c30920afb,5fce736898fa590803b3b0d8,union,scatter,4,4,4,4,1321,1647648689808,3,3,3,3746,1647648714250,1,1,4,4,1800,1647648738856,3.5555126589865784,6.4944696373317585,5.0249911481591685,9,9,9,9,2223,1647648008508,5,5,5,1741,1647648032179,1,1,1,1,3840,1647648059070,3.6854665659601977,6.404501547888483,5.04498405692434,9.0,5.0,4,4.0,3.0,10,0.044984056924340265,0.044984056924340265,2.719034981928285,0.024991148159168475,0.024991148159168475,2.93895697834518,-0.01999290876517179,0.01999290876517179,0.21992199641689503,0.21992199641689503,0.4631505696297393,0.4631021053263738,0.5763428913562805,6
23,abc0efde-29c6-4451-b605-284c30920afb,5fce736898fa590803b3b0d8,covid,scatter,9,9,9,9,1711,1647649265101,9,9,9,5272,1647649298405,3,3,3,3,3564,1647649338277,6.684402270600897,8.963593869830543,7.82399807021572,9,9,9,9,1488,1647648829343,9,9,9,2199,1647648889333,4,3,3,3,1765,1647648918603,5.614781651664176,8.37380306125796,6.9942923564610675,9.0,9.0,13,9.0,9.0,12,1.9942923564610675,1.9942923564610675,2.7590214095937835,2.82399807021572,2.82399807021572,2.2791915992296463,0.8297057137546524,0.8297057137546524,-0.4798298103641372,0.4798298103641372,0.7636761276911072,0.655842991779341,0.7196572431743201,6
24,92bf63c0-8141-4ed7-8853-8bd0352f8273,5e3e54f69e51f80b67c1cc06,union,uncertainty,5,5,4,6,3879,1647648537345,5,5,4,4178,1647648566709,3,3,3,3,2142,1647648599284,3.511905278208058,6.505810769230386,5.008858023719222,2,5,3,5,6165,1647647775117,2,5,5,2114,1647647821376,3,3,3,3,2175,1647647849352,1.7757940882548198,8.22420653887798,5.0000003135663995,3.75,4.0,12,5.0,4.666666666666667,12,3.135663995124105e-07,3.135663995124105e-07,6.4484124506231595,0.008858023719222174,0.008858023719222174,2.9939054910223284,0.008857710152822662,0.008857710152822662,-3.454506959600831,3.454506959600831,0.4294806109924874,0.5177855728099913,-0.08786501323088691,6
25,92bf63c0-8141-4ed7-8853-8bd0352f8273,5e3e54f69e51f80b67c1cc06,covid,uncertainty,8,8,8,8,1994,1647649240663,8,8,8,1845,1647649288523,4,4,4,4,2045,1647649341963,8.755669148047337,8.985969612020726,8.870819380034032,8,8,8,8,1980,1647648648758,8,8,8,5580,1647648675656,4,4,4,4,1776,1647648702878,8.76452685820016,8.994827322173549,8.879677090186854,8.0,8.0,16,8.0,8.0,16,3.8796770901868545,3.8796770901868545,0.2303004639733892,3.870819380034032,3.870819380034032,0.2303004639733892,-0.008857710152822662,0.008857710152822662,0.0,0.0,0.584166002208187,0.8431729542900198,0.14154495880935983,6
26,b3126809-6b3e-4d1f-a392-6d14d9fe5c96,622a4d6cf143081ed1887ee5,union,hop,7,7,7,7,2742,1647648941832,6,5,5,2124,1647648974916,4,3,3,4,2518,1647648990069,7.352607571348852,7.692743625770621,7.522675598559736,8,8,8,8,8895,1647647693738,8,5,7,6802,1647647739320,4,4,4,4,2046,1647647786671,8.108465470063893,8.713151789035928,8.41080862954991,8.0,6.666666666666667,16,7.0,5.333333333333333,14,3.4108086295499103,3.4108086295499103,0.6046863189720355,2.5226755985597364,2.5226755985597364,0.34013605442176953,-0.8881330309901738,0.8881330309901738,-0.264550264550266,0.264550264550266,0.3271250085372715,0.5315316267330589,-0.0703901640246887,6
27,b3126809-6b3e-4d1f-a392-6d14d9fe5c96,622a4d6cf143081ed1887ee5,covid,hop,9,9,9,9,2653,1647649523706,9,9,9,2440,1647649545585,5,5,5,5,2214,1647649565824,1.0,8.854875145044996,8.939909158650439,9,9,9,9,1674,1647649029694,9,9,9,9481,1647649044273,5,5,5,5,1663,1647649066243,8.83597869757712,8.968253829852253,8.902116263714687,9.0,9.0,20,9.0,9.0,20,3.902116263714687,3.902116263714687,0.132275132275133,3.9399091586504387,3.9399091586504387,7.854875145044996,0.037792894935751775,0.037792894935751775,7.722600012769863,7.722600012769863,0.28727713117464976,0.5935987020165748,-0.05910520271368619,6
28,441e8d34-afc6-4c50-b191-edb944b91c60,5c29b88810677f0001dc2c56,union,uncertainty,7,7,8,8,4386,1647649479255,7,4,5,8707,1647649547296,4,3,4,4,3202,1647649589558,6.036333952367459,8.746745870208098,7.391539911287778,8,9,9,8,6794,1647648314323,9,5,7,7824,1647648434618,5,4,5,5,3899,1647648480221,8.600596613438295,8.999186601356037,8.799891607397166,8.5,7.0,19,7.5,5.333333333333333,15,3.799891607397166,3.799891607397166,0.3985899879177417,2.3915399112877784,2.3915399112877784,2.7104119178406396,-1.4083516961093876,1.4083516961093876,2.311821929922898,2.311821929922898,0.3477865032189907,0.29297505808936203,0.03558001491808339,6
29,441e8d34-afc6-4c50-b191-edb944b91c60,5c29b88810677f0001dc2c56,covid,uncertainty,7,7,7,6,3440,1647650132623,7,4,6,6264,1647650188627,4,4,5,5,3011,1647650249815,7.032808516695107,8.228579291381738,7.630693904038423,8,8,9,8,2929,1647649671634,7,5,6,6150,1647649707678,5,4,4,5,3401,1647649783852,1.0,6.833513928202941,8.494305949993565,8.25,6.0,18,6.75,5.666666666666667,18,3.4943059499935654,3.4943059499935654,5.833513928202941,2.6306939040384227,2.6306939040384227,1.1957707746866308,-0.8636120459551426,0.8636120459551426,-4.63774315351631,4.63774315351631,0.6485133559853419,0.6118580731769515,0.012092685609959167,6
30,6f42fb93-d176-4843-8da3-a2390ef94381,5dd55652f30aa650f027e1c2,covid,hop,9,9,9,9,1675,1647654310891,9,8,8,2300,1647654351866,3,5,3,5,1627,1647654370136,1.0,8.870819380034032,8.985969612020726,9,9,9,9,1982,1647653288170,9,7,8,1585,1647653314334,3,5,3,5,3012,1647653330647,1.0,8.63166120590782,8.950538771409434,9.0,8.0,16,9.0,8.333333333333334,16,3.950538771409434,3.950538771409434,7.63166120590782,3.9859696120207264,3.9859696120207264,7.870819380034032,0.035430840611292425,0.035430840611292425,0.23915817412621188,0.23915817412621188,0.3741490472790388,0.8418408758969718,-0.2240503262893537,6
31,6f42fb93-d176-4843-8da3-a2390ef94381,5dd55652f30aa650f027e1c2,union,hop,6,8,5,7,1927,1647654639999,5,5,5,2727,1647654658381,3,2,3,3,2205,1647654674599,1.0,7.604166828180394,8.383645321628785,8,8,7,7,1733,1647654396622,5,5,7,1625,1647654414129,3,2,3,3,3994,1647654436091,1.0,8.064767756127171,8.977111901867904,7.5,5.666666666666667,11,6.5,5.0,11,3.9771119018679038,3.9771119018679038,7.064767756127171,3.3836453216287854,3.3836453216287854,6.604166828180394,-0.5934665802391184,0.5934665802391184,-0.46060092794677754,0.46060092794677754,0.8301638039633268,0.9318551301518941,0.018785117477348807,6
140,6bf4848d-539d-49b6-9dc0-8bf7942bb10b,5d5f07cdca10e90016bc0103,union,scatter,7,7,8,8,1238,1648051446579,5,2,1,864,1648051458595,1,1,5,5,894,1648051474203,7.5616497377149114,8.582057900980217,8.071853819347565,7,7,8,8,807,1648051122147,5,1,1,2215,1648051144995,1,1,5,3,1312,1648051161147,7.338435452000626,8.932823207102667,8.135629329551646,7.5,2.3333333333333335,10,7.5,2.6666666666666665,12,3.135629329551646,3.135629329551646,1.5943877551020407,3.071853819347565,3.071853819347565,1.020408163265306,-0.06377551020408134,0.06377551020408134,-0.5739795918367347,0.5739795918367347,0.18933972094982496,0.2435230631399888,-0.23251021578688347,6
141,6bf4848d-539d-49b6-9dc0-8bf7942bb10b,5d5f07cdca10e90016bc0103,covid,scatter,9,9,9,9,769,1648051662564,6,6,6,937,1648051673751,1,1,5,5,797,1648051683807,8.613945656082258,8.826530690095865,8.720238173089061,9,9,9,9,799,1648051491540,6,6,6,1221,1648051503580,1,1,5,5,903,1648051514963,8.613945656082258,8.869047696898583,8.74149667649042,9.0,6.0,12,9.0,6.0,12,3.7414966764904207,3.7414966764904207,0.25510204081632537,3.7202381730890615,3.7202381730890615,0.21258503401360684,-0.021258503401359263,0.021258503401359263,-0.04251700680271853,0.04251700680271853,0.25504758181411286,0.3051015381656252,-0.10094427265707066,6
142,e55b9dda-108a-451a-ab51-caa7d70d6044,60fe3f623a905f955c654cb5,union,hop,6,6,4,4,1435,1648051539213,6,5,4,981,1648051560250,3,2,2,2,1065,1648051578447,5.491307495763062,6.133786709670847,5.812547102716954,4,3,4,3,1197,1648051119262,3,4,3,1799,1648051140347,3,1,3,2,1265,1648051162898,3.875661237259661,4.820483610653462,4.348072423956562,3.5,3.3333333333333335,9,5.0,5.0,9,-0.6519275760434384,0.6519275760434384,0.9448223733938015,0.8125471027169544,0.8125471027169544,0.6424792139077855,1.4644746787603928,1.4644746787603928,-0.302343159486016,0.302343159486016,0.16556302990544583,0.18233803017029118,0.1707570293481052,6
143,e55b9dda-108a-451a-ab51-caa7d70d6044,60fe3f623a905f955c654cb5,covid,hop,7,7,7,6,1085,1648051814897,6,6,6,799,1648051829119,4,3,4,4,1199,1648051839482,4.9244140717267815,5.6424790755060705,5.283446573616426,7,7,7,7,932,1648051613830,7,7,6,2182,1648051631297,4,3,4,4,1182,1648051643781,4.5086922274335075,5.4913074957630625,4.999999861598285,7.0,6.666666666666667,15,6.75,6.0,15,-1.3840171497747633e-07,1.3840171497747633e-07,0.982615268329555,0.283446573616426,0.283446573616426,0.7180650037792891,0.283446712018141,0.283446712018141,-0.264550264550266,0.264550264550266,0.3991052772456198,0.39320436008650644,0.14480048873103052,6
144,348bf4b4-b9c1-4535-821d-f296f4c6b85a,614e0f70c4f1690a32f4b1a4,covid,hop,8,9,9,9,876,1648051506289,9,7,8,906,1648051521552,4,4,5,4,1270,1648051541746,8.236956102868286,8.81462826457914,8.525792183723713,9,8,9,9,1605,1648051084116,8,7,8,1659,1648051102875,4,4,4,4,1314,1648051121370,1.0,8.19711664343995,8.645310562008717,8.75,7.666666666666667,16,8.75,8.0,17,3.645310562008717,3.645310562008717,7.19711664343995,3.5257921837237127,3.5257921837237127,0.5776721617108542,-0.11951837828500445,0.11951837828500445,-6.619444481729095,6.619444481729095,0.44050079202519116,0.5008416055324473,-0.10616888017078781,6
145,348bf4b4-b9c1-4535-821d-f296f4c6b85a,614e0f70c4f1690a32f4b1a4,union,hop,6,7,6,5,1514,1648051770559,5,5,6,1497,1648051789729,2,1,4,4,1439,1648051802145,3.436301241753931,6.56369880687822,5.000000024316075,5,7,6,5,1227,1648051575049,5,5,5,1139,1648051593706,1,1,3,4,1086,1648051604285,1.8925221889059554,6.095585158595285,3.9940536737506203,5.75,5.0,9,6.0,5.333333333333333,11,-1.0059463262493797,1.0059463262493797,4.20306296968933,2.431607537545233e-08,2.431607537545233e-08,3.127397565124289,1.0059463505654551,1.0059463505654551,-1.075665404565041,1.075665404565041,0.2876370756690844,0.28426733795253994,-0.04096307530709304,6
146,a6b23913-19da-4783-912f-be803280aefd,615b39c56d4a42f215089b8a,union,hop,6,5,5,6,1035,1648051500191,5,6,6,1539,1648051517949,3,3,5,5,837,1648051530267,4.721123808317731,5.298795970028587,5.009959889173159,6,6,5,6,1649,1648051070366,6,6,6,1287,1648051093945,3,3,4,4,2295,1648051112821,5.986026645167364,7.997919346298275,6.991972995732819,5.75,6.0,14,5.5,5.666666666666667,16,1.9919729957328194,1.9919729957328194,2.011892701130911,0.009959889173159375,0.009959889173159375,0.577672161710856,-1.98201310655966,1.98201310655966,-1.4342205394200551,1.4342205394200551,0.44386890685994046,0.5269072003562388,0.0013392793305800528,6
147,a6b23913-19da-4783-912f-be803280aefd,615b39c56d4a42f215089b8a,covid,hop,6,6,6,6,1196,1648051805698,7,6,6,1426,1648051819229,3,3,4,4,1172,1648051836157,6.553738942021136,7.410287319730337,6.982013130875736,7,7,6,6,2330,1648051560873,6,6,6,1152,1648051571591,3,3,4,4,744,1648051588241,6.513899482592801,7.489966238587006,7.001932860589903,6.5,6.0,14,6.0,6.333333333333333,14,2.0019328605899034,2.0019328605899034,0.9760667559942053,1.9820131308757363,1.9820131308757363,0.8565483777092009,-0.01991972971416711,0.01991972971416711,-0.11951837828500445,0.11951837828500445,0.23205219103050692,0.4028141522055399,-0.04659684376890622,6
